Product_id,Product_name,Product_description_english,Product_description_arabic,Img,Product_page_link,Product_price,Discount,Price_after_discount,Points,Coupon
3933,( Short ) Indigo Blue Ramadan table runner with ornamental lantern pattern,"<p>High quality Ramadan table runner with traditional ornamental lantern design to add more uniqueness to your dinner table during the gatherings this season. The table runner is suitable for homes, hotels, and restaurants&rsquo; tables. The table runner can be used as decor to cover your table and protect it from hot plates.</p> <p>The runner adds a fresh look to your home, and can be added to the top of living room dressers or different dining tables shapes. The table runner is an ideal choice as a gift for Ramadan season &amp; can also be used as a housewarming one.&nbsp;</p> <p>The table runner is made from durable, lightweight material that is easy to clean and store. It&rsquo;s perfect for everyday use.</p> <p>&nbsp;</p> <p>Specifications:</p> <table> <thead> <tr> <th scope=""col""> <p>Length</p> </th> <th scope=""col""> <p>150 CM</p> </th> </tr> <tr> <th scope=""col""> <p>Width</p> </th> <th scope=""col""> <p>45 CM</p> </th> </tr> </thead> <tbody> <tr> <td> <p><strong>Color</strong></p> </td> <td><strong>Indigo Blue</strong></td> </tr> <tr> <td><strong>Material</strong></td> <td> <p><strong>Cotton</strong></p> </td> </tr> </tbody> </table> <p>&nbsp;</p> <p>Care Instructions</p> <p>Wash the runner with cold water&nbsp;</p> <p>Safe for ironing.</p> <p>&nbsp;</p>","<p> عداء عالي الجودة من رمضان مع تصميم الفوانيس الزخرفية التقليدية لإضافة المزيد من التفرد إلى طاولة العشاء الخاصة بك خلال التجمعات هذا الموسم. عداء الطاولة مناسب للمنازل والفنادق والمطاعم و RSquo ؛ الجداول. يمكن استخدام عداء الجدول كديكور لتغطية طاولتك وحمايته من الألواح الساخنة. </p> <p> يضيف العداء نظرة جديدة إلى منزلك ، ويمكن إضافته إلى أعلى مصممي غرفة المعيشة أو تناول طعام مختلف الأشكال الجداول. يعد Table Runner اختيارًا مثاليًا كهدية لموسم رمضان & amp ؛ يمكن أيضًا استخدامها كوحدة Housewarming. إنه مثالي للاستخدام اليومي. </p> <p> & nbsp ؛ </p> <p> المواصفات: </p> <table> <thead> <tr> <th scope = ""col""> <p> الطول </p> </h> <th scope = ""col""> <p> 150 cm </p> </h> </tr> <tr> <th scope = ""col""> <p> width < بر > اللون </strong> </p> </td> <td> <strong> Indigo Blue </strong> </td> </tr> <td> <td> <strong> مادة </strong> </ td> <td> <p> <strong> القطن </strong> </p> </td> </tbod </p> <p> اغسل العداء بالماء البارد و nbsp ؛ </p> <p> آمن للكي. </p> <p> & nbsp ؛ </p>",https://cdn1.muqbis.com/attachments/04-23/10892.jpg,https://muqbis.com/product/detail/3933/--Short---Indigo-Blue-Ramadan-table-runner-with-ornamental-lantern-pattern,240,10,216,50,DropMe
3923,Indigo Blue Ramadan table runner with ornamental lantern pattern,"<p>High quality Ramadan table runner with traditional ornamental lantern design to add more uniqueness to your dinner table during the gatherings this season. The table runner is suitable for homes, hotels, and restaurants&rsquo; tables. The table runner can be used as decor to cover your table and protect it from hot plates.</p> <p>&nbsp;</p> <p>The runner adds a fresh look to your home, and can be added to the top of living room dressers or different dining tables shapes. The table runner is an ideal choice as a gift for Ramadan season &amp; can also be used as a housewarming one.&nbsp;</p> <p>&nbsp;</p> <p>The table runner is made from durable, lightweight material that is easy to clean and store. It&rsquo;s perfect for everyday use.<strong> </strong><br /> <br /> <strong>Length:&nbsp;250 CM<br /> Width:&nbsp;45 CM<br /> Color:&nbsp;Indigo Blue</strong><br /> <strong>Material:&nbsp;Cotton</strong></p> <p><strong>Care Instructions:</strong></p> <p>Wash the runner with cold water&nbsp;</p> <p>Safe for ironing</p>",<p> عداء عالي الجودة من رمضان مع تصميم الفوانيس الزخرفية التقليدية لإضافة المزيد من التفرد إلى طاولة العشاء الخاصة بك خلال التجمعات هذا الموسم. عداء الطاولة مناسب للمنازل والفنادق والمطاعم و RSquo ؛ الجداول. يمكن استخدام عداء الجدول كديكور لتغطية طاولتك وحمايته من الألواح الساخنة. </p> <p> & nbsp ؛ </p> <p> يضيف العداء نظرة جديدة إلى منزلك ، ويمكن إضافته إلى الجزء العلوي من خزانات غرفة المعيشة أو أشكال مختلفة من طاولات الطعام. يعد Table Runner اختيارًا مثاليًا كهدية لموسم رمضان & amp ؛ يمكن أيضًا استخدامها كـ Housewarming. إنه مثالي للاستخدام اليومي. <strong> </strong> <br /> <br /> <strong> الطول: & nbsp ؛ 250 سم <br /> العرض: & nbsp ؛ 45 سم <br /> اللون: & nbsp ؛ Indigo Blue </strong> <br /> <strong> المادة: & nbsp ؛ Cotton </strong> </p> <p> <strong> تعليمات الرعاية: </strong> </p> <p> غسل العداء مع الماء البارد & nbsp ؛ </p> <p> آمن للكي </p>,https://cdn1.muqbis.com/attachments/04-23/10649.jpg,https://muqbis.com/product/detail/3923/Indigo-Blue-Ramadan-table-runner-with-ornamental-lantern-pattern,380,10,342,100,DropMe
2879,Turritella Agate Pendant - Handcrafted,<p>Handmade&nbsp;Turritella Agate Pendant.</p> <p>Dimesnsions: 4 cm x 4.2 cm.</p> <p>Gemstone: turritella agate.</p> <p>Metal : oxidized copper.</p> <p>Oxidizer : liver of sulfur gel.</p> <p>comes with black leather chain that is 18 inches long.</p>,<p> المصنوعة يدويًا & nbsp ؛ turritella agate قلادة. </p> <p> dimesnsions: 4 سم × 4.2 سم. </p> P> <p> مؤكسد: كبد هلام الكبريت. </p> <p> يأتي مع سلسلة جلدية سوداء يبلغ طولها 18 بوصة. </p>,https://cdn1.muqbis.com/attachments/11-22/8385.jpg,https://muqbis.com/product/detail/2879/Turritella-Agate-Pendant---Handcrafted,350,10,315,100,DropMe
1692,Elgazala Ray2a ( Printed Mug ) 2,<p>printed mug el gazala ray2a design</p>,<p> Mug El Gazala Ray2a Design </p>,https://cdn1.muqbis.com/attachments/02-22/4925.png,https://muqbis.com/product/detail/1692/Elgazala-Ray2a---Printed-Mug---2,110,10,99,50,DropMe
1691,Elgazala Ray2a ( Printed Mug ),<p>printed mug el gazala ray2a design</p>,<p> Mug El Gazala Ray2a Design </p>,https://cdn1.muqbis.com/attachments/02-22/4924.png,https://muqbis.com/product/detail/1691/Elgazala-Ray2a---Printed-Mug--,110,10,99,50,DropMe
1690,Keify Keda Mug,<p>Original hand drawing design printed mug</p>,<p> تصميم الرسم الأصلي في رسم القدح المطبوعة </p>,https://cdn1.muqbis.com/attachments/02-22/4923.png,https://muqbis.com/product/detail/1690/Keify-Keda-Mug,130,10,117,50,DropMe
1689,la casa de papel ( Zaki Rostom ),<p>original illustration design printed mug</p>,<p> تصميم توضيحي أصلي قدح المطبوعة </p>,https://cdn1.muqbis.com/attachments/02-22/4922.png,https://muqbis.com/product/detail/1689/la-casa-de-papel---Zaki-Rostom--,130,10,117,50,DropMe
1688,Ma3lena printed Mug,<p>original illustration design printed mug</p>,<p> تصميم توضيحي أصلي قدح المطبوعة </p>,https://cdn1.muqbis.com/attachments/02-22/4921.png,https://muqbis.com/product/detail/1688/Ma3lena-printed-Mug,120,10,108,50,DropMe
1681,Prescription dentist mug,<p>Prescription dentist mug&nbsp;</p>,<p> طبيب أسنان وصفة طبية القدح و nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/02-22/4892.png,https://muqbis.com/product/detail/1681/Prescription-dentist-mug,110,10,99,50,DropMe
6386,Royal gold pots 6 pc,<h1><strong>Royal gold pots 6 pc .. for candles .. decor .. for keys .. or just decor for your home&nbsp;</strong></h1>,<h1> <strong> PCOW Royal Gold Pots 6 PC .. للشموع .. ديكور .. للمفاتيح .. أو مجرد ديكور لمنزلك و nbsp ؛ </strong> </h1>,https://cdn1.muqbis.com/attachments/05-23/19320.jpg,https://muqbis.com/product/detail/6386/Royal-gold-pots-6-pc,120,10,108,50,DropMe
6347,Royal gold 3 pc,<h1><strong>&nbsp;Royal gold Home decor .. 3 pc .. oval tray 21cm .. pot candle holder or vase&nbsp;</strong></h1> <h1><strong>&nbsp;</strong></h1>,<H1> <strong> & nbsp ؛ ديكور المنزل الذهب الملكي .. 3 أجهزة كمبيوتر .. صينية بيضاوية 21 سم .. حامل شمعة وعاء أو مزهرية ؛ </strong> </h1> <h1> <strong> & nbsp ؛ </strong> < /H1>,https://cdn1.muqbis.com/attachments/05-23/19238.jpg,https://muqbis.com/product/detail/6347/Royal-gold-3-pc,220,10,198,50,DropMe
6335,Seashell and pot with Gold,"<h1><strong>seashell and pot with Gold .. for candles ,accessories keys , sweets and candy&nbsp; ..&nbsp;</strong></h1>",<H1> <strong> Seashell و Pot with Gold .. للشموع ومفاتيح الملحقات والحلويات والحلوى و nbsp ؛ .. & nbsp ؛ </strong> </h1>,https://cdn1.muqbis.com/attachments/05-23/19226.jpg,https://muqbis.com/product/detail/6335/Seashell-and-pot-with-Gold,150,10,135,50,DropMe
6334,Seashell royal gold,<h1><strong>seashell royal gold</strong></h1>,<h1> <strong> Seashell Royal Gold </strong> </h1>,https://cdn1.muqbis.com/attachments/05-23/19222.jpg,https://muqbis.com/product/detail/6334/Seashell-royal-gold,125,10,112٫5,50,DropMe
6312,Royal gold Hand decor,<h1><strong>hand decor Royal gold .. big size 15 &times; 15.5</strong></h1>,<h1> <strong> ديكور اليد الذهب الملكي .. الحجم الكبير 15 والأوقات ؛ 15.5 </strong> </h1>,https://cdn1.muqbis.com/attachments/05-23/19165.jpg,https://muqbis.com/product/detail/6312/Royal-gold-Hand-decor,190,10,171,50,DropMe
6311,Royal gold set with stones 11 pc,<h1><strong>Royal Gold set with stones .. .. 2 coasters candle holder or vase .. tray 30 cm .. tube vase .. hand decor .. pots .. seashell .. oval tray .. female decor</strong></h1>,<H1> <strong> مجموعة الذهب الملكي مع الحجارة .. .. 2 توديع حامل شمعة أو مزهرية .. صينية 30 سم .. إناء أنبوب .. ديكور .. أواني .. صدف .. صينية بيضاوية .. ديكور أنثى </ قوي> </h1>,https://cdn1.muqbis.com/attachments/05-23/19160.jpg,https://muqbis.com/product/detail/6311/Royal-gold-set-with-stones-11-pc,700,10,630,200,DropMe
6278,Royal gold Set,<h1><strong>Royal Gold set home decor 9 pc.. (( tray 30 cm&nbsp; .. oval tray 21cm .. 3 pots .. 2 vase .. candle holder or vase .. seashell ..&nbsp;</strong></h1>,<h1> <strong> مجموعة الذهب الملكي مجموعة ديكور المنزل 9 pc .. ((الدرج 30 سم و nbsp ؛ .. صينية بيضاوية 21 سم .. 3 أواني .. 2 مزهرية .. حامل الشمعة أو مزهرية .. صدف .. & nbsp ؛ </strong > </h1>,https://cdn1.muqbis.com/attachments/05-23/19028.jpg,https://muqbis.com/product/detail/6278/Royal-gold-Set,560,10,504,100,DropMe
6276,Seashells vase,<h1><strong>oval vase with seashells with tube&nbsp;</strong></h1> <p>&nbsp;</p>,<h1> <strong> مزهرية بيضاوية مع صدف مع أنبوب و nbsp ؛ </strong> </h1> <p> & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/19023.jpg,https://muqbis.com/product/detail/6276/Seashells-vase,110,10,99,50,DropMe
6188,Female bust with coaster or stand,<h2>Female bust with stand or coaster ..&nbsp;</h2> <p>&nbsp;</p>,<h2> تمثال نصفي للإناث مع حامل أو كوستر .. & nbsp ؛ </h2> <p> & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/18784.jpg,https://muqbis.com/product/detail/6188/Female-bust-with-coaster-or-stand,170,10,153,50,DropMe
6166,Baby shower souvenirs pink or blue pot,<h1><strong>baby shower pots</strong></h1>,<h1> <strong> أواني استحمام الطفل </strong> </h1>,https://cdn1.muqbis.com/attachments/05-23/18701.jpg,https://muqbis.com/product/detail/6166/Baby-shower-souvenirs-pink-or-blue-pot,35,10,31٫5,50,DropMe
6165,Baby shower souvenirs pot with Gold pink or blue,<p><strong>baby shower gift&nbsp;</strong></p>,<p> <strong> هدية استحمام الطفل و nbsp ؛ </strong> </p>,https://cdn1.muqbis.com/attachments/05-23/18696.jpg,https://muqbis.com/product/detail/6165/Baby-shower-souvenirs-pot-with-Gold-pink-or-blue,35,10,31٫5,50,DropMe
6163,Baby shower souvenirs pink or blue,<p>Baby shower souvenirs</p>,<p> هدايا استحمام الطفل </p>,https://cdn1.muqbis.com/attachments/05-23/18692.jpg,https://muqbis.com/product/detail/6163/Baby-shower-souvenirs-pink-or-blue,35,10,31٫5,50,DropMe
6090,New marble colour set 7 pc,<h1>Home decor set ..&nbsp;<strong>tray 30 cm .. oval tray 21 cm .. tube vase .. 3pots seashell&nbsp;&nbsp;15.5 &times; 14.5</strong></h1> <p>&nbsp;</p>,<H1> مجموعة ديكور المنزل .. & nbsp ؛ <strong> الدرج 30 سم .. صينية بيضاوية 21 سم .. إناء أنبوب .. 3pots sishell & nbsp ؛ & nbsp ؛ 15.5 & times ؛ 14.5 </strong> </h1> <p> & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/18430.jpg,https://muqbis.com/product/detail/6090/New-marble-colour-set-7-pc,450,10,405,100,DropMe
6089,Sea set 5pc,<h1><strong>sea&#39;s set decor .. hand shaped .. pot .. candle holder or vase .. female bust .. stand or coaster&nbsp;.. tray 35 cm</strong></h1>,<H1> <strong> Sea &#39 ؛,https://cdn1.muqbis.com/attachments/05-23/18426.jpg,https://muqbis.com/product/detail/6089/Sea-set-5pc,470,10,423,100,DropMe
6088,New Marble colour set,<h2><strong>New colours home decor set .. tray 30 cm&nbsp; .. oval tray 21 cm .. 3 pots .. tube vase .. seashell&nbsp;</strong></h2>,<h2> <strong> مجموعة ديكور المنزل الجديدة .. صينية 30 سم و nbsp ؛ .. صينية بيضاوية 21 سم .. 3 أواني .. إناء أنبوب .. صدف و nbsp ؛ </strong> </h2>,https://cdn1.muqbis.com/attachments/05-23/18421.jpg,https://muqbis.com/product/detail/6088/New-Marble-colour-set,450,10,405,100,DropMe
5996,Female bust,<h1><strong>female bust homedecor</strong></h1>,<h1> <strong> تمثال نصفي للإناث homedecor </strong> </h1>,https://cdn1.muqbis.com/attachments/05-23/18117.jpeg,https://muqbis.com/product/detail/5996/Female-bust,140,10,126,50,DropMe
5995,Female bust with tray or stand,<h1><strong>tray or stand with female bust&nbsp;</strong></h1>,<h1> <strong> صينية أو الوقوف مع تمثال نصفي للإناث و nbsp ؛ </strong> </h1>,https://cdn1.muqbis.com/attachments/05-23/18104.jpeg,https://muqbis.com/product/detail/5995/Female-bust-with-tray-or-stand,300,10,270,50,DropMe
5774,Seashells set decor,"<h2><strong>Seashells set decor ..&nbsp;</strong></h2> <h2>Tube vase , oval tray 21cm and 1pot ..</h2> <p>&nbsp;</p>",<H2> <strong> Seashells Set Decor .. & nbsp ؛ </strong> </h2> <h2> مزهرية الأنبوب ، صينية بيضاوية 21 سم و 1pot .. </h2> <p> & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/17372.jpeg,https://muqbis.com/product/detail/5774/Seashells-set-decor,250,10,225,50,DropMe
5758,Trendy tray,<p><strong>Trendy tray&nbsp;</strong></p>,<p> <strong> Trendy Tray & nbsp ؛ </strong> </p>,https://cdn1.muqbis.com/attachments/05-23/17486.jpg,https://muqbis.com/product/detail/5758/Trendy-tray,210,10,189,50,DropMe
5757,Colourful tableao,<h1><strong>colorfull tableao 24&times; 45</strong></h1>,<h1> <strong> colorfllleao 24 & times ؛ 45 </strong> </h1>,https://cdn1.muqbis.com/attachments/05-23/17484.jpg,https://muqbis.com/product/detail/5757/Colourful-tableao,250,10,225,50,DropMe
5756,Marble set with gliiter,<p><strong>&nbsp; marble set with glitter ..</strong></p> <p>&nbsp;</p>,<p> <strong> & nbsp ؛ مجموعة الرخام مع بريق .. </strong> </p> <p> & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/17482.jpg,https://muqbis.com/product/detail/5756/Marble-set-with-gliiter,360,10,324,100,DropMe
5736,Seashells set,<h2><strong><kbd>seashells set .. consisting of&nbsp;</kbd></strong></h2> <p><strong><kbd>(( tube vase .. oval tray .. coaster .. 3 pots .. ))</kbd></strong></p> <p>&nbsp;</p>,<H2> <strong> <kbd> مجموعة Seashells .. تتكون من & nbsp ؛ </kbd> </strong> </h2> <p> <strong> <kbd> ((مزهرية أنبوب .. صينية بيضاوية .. كوستر .. كوستر .. 3 الأواني ..)) </kbd> </strong> </p> <p> & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/17314.jpg,https://muqbis.com/product/detail/5736/Seashells-set,500,10,450,100,DropMe
5733,Oval tray,"<h2><strong>oval tray home decor for candles , accessories , pots and keys .. 21cm</strong></h2>",<h2> <strong> ديكور المنزل الصينية البيضاوية للشموع والملحقات والأواني والمفاتيح .. 21 سم </strong> </h2>,https://cdn1.muqbis.com/attachments/05-23/17348.jpg,https://muqbis.com/product/detail/5733/Oval-tray,90,10,81,50,DropMe
5730,Colorful holder with gold leaf,"<h1>Colorful holder with Gold leaf for candles , flowers , brushs , accessories and every thing ..&nbsp;</h1>",<H1> حامل ملون مع أوراق ذهبية للشموع والزهور والفرشاة والملحقات وكل شيء .. & nbsp ؛ </h1>,https://cdn1.muqbis.com/attachments/05-23/17342.jpg,https://muqbis.com/product/detail/5730/Colorful-holder-with-gold-leaf,130,10,117,50,DropMe
5729,Marble set decor,<h2><strong>Marble set decor with unique colors ..</strong></h2> <h2><strong>Tray 30 cm.. oval tray 21cm .. 3pots .. vase .. seashell tray&nbsp;..</strong></h2>,<H2> <strong> ديكور مجموعة الرخام بألوان فريدة من نوعها .. </strong> </h2> <h2> <strong> صينية 30 سم .. صينية بيضاوية 21 سم .. 3pots .. فاز .. صدف صينية و nbsp ؛ .. < /strong> </h2>,https://cdn1.muqbis.com/attachments/05-23/17338.jpg,https://muqbis.com/product/detail/5729/Marble-set-decor,400,10,360,100,DropMe
5722,Vase or candle holder,<h2><strong>vase or candle holder home decor</strong></h2>,<h2> <strong> مزهرية أو شمعة ديكور المنزل </strong> </h2>,https://cdn1.muqbis.com/attachments/05-23/17331.jpg,https://muqbis.com/product/detail/5722/Vase-or-candle-holder,85,10,76٫5,50,DropMe
5721,Vase / pot with gold leaf,<h2><strong>vase or pot or holder with gold leaf&nbsp;</strong></h2>,<h2> <strong> مزهرية أو وعاء أو حامل مع أوراق الذهب و nbsp ؛ </strong> </h2>,https://cdn1.muqbis.com/attachments/05-23/17327.jpg,https://muqbis.com/product/detail/5721/Vase---pot-with-gold-leaf,150,10,135,50,DropMe
5720,Marble decor set with any names by order,<h2>Marble set home decor</h2> <h1><strong>with any names</strong></h1> <h2><strong>(( tray 30 cm ..&nbsp; 3 pots .. vase .. oval tray .. seashell ))</strong></h2> <p>&nbsp;</p>,<h2> مجموعة رخام ديكور المنزل </h2> <h1> <strong> مع أي أسماء </strong> </h1> <h2> <strong> ((الدرج 30 سم .. & nbsp ؛ 3 الأواني .. مزهرية .. صينية بيضاوية .. صدف)) </strong> </h2> <p> & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/17323.jpg,https://muqbis.com/product/detail/5720/Marble-decor-set-with-any-names-by-order,370,10,333,100,DropMe
5717,Hand decor,<h2><strong>Hand Decor</strong></h2>,<h2> <strong> ديكور اليد </strong> </h2>,https://cdn1.muqbis.com/attachments/05-23/17334.jpg,https://muqbis.com/product/detail/5717/Hand-decor,180,10,162,50,DropMe
5716,2 Female bust,<h2><strong>female bust 2&nbsp;</strong></h2> <p>&nbsp;</p>,<h2> <strong> تمثال نصفي 2 & nbsp ؛ </strong> </h2> <p> & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/17337.jpg,https://muqbis.com/product/detail/5716/2-Female-bust,240,10,216,50,DropMe
5714,Glittery leaf tray with pot,<h2><strong>&nbsp;Glittery leaf tray with pot ..24.5&times;17.5 cm</strong></h2> <p><strong>Special home decor&nbsp;</strong></p>,<h2> <strong> & nbsp ؛ صينية أوراق لامعة مع وعاء ..24.5 و Times ؛ 17.5 سم </strong> </h2> <p> <strong> ديكور المنزل الخاص و nbsp ؛ </strong> </p>,https://cdn1.muqbis.com/attachments/05-23/17321.jpg,https://muqbis.com/product/detail/5714/Glittery-leaf-tray-with-pot,250,10,225,50,DropMe
5713,Gold leaf decor set,<h2><strong>Gold leaf decor set consisting of .. (( tray / hand decor / candle holder or vase / female bust / wings / pot )</strong></h2>,<H2> <strong> مجموعة ديكور أوراق الذهب تتكون من .. ((صينية / ديكور يدوية / حامل شمعة أو مزهرية / تمثال نصفي / أجنحة / وعاء) < / strong> </h2>,https://cdn1.muqbis.com/attachments/05-23/17320.jpg,https://muqbis.com/product/detail/5713/Gold-leaf-decor-set,470,10,423,100,DropMe
5712,Seashell tray,"<h2><strong>Seashell tray .. for candles , flowers , keys , any homedecor</strong></h2>",<H2> <strong> صياغة الصدف .. للشموع والزهور والمفاتيح وأي homedecor </strong> </h2>,https://cdn1.muqbis.com/attachments/05-23/17318.jpg,https://muqbis.com/product/detail/5712/Seashell-tray,80,10,72,50,DropMe
5711,Seashells set,<h2><strong><kbd>seashells set .. consisting of&nbsp;</kbd></strong></h2> <p><strong><kbd>(( tube vase .. oval tray .. coaster .. 3 pots .. ))</kbd></strong></p> <p>&nbsp;</p>,<H2> <strong> <kbd> مجموعة Seashells .. تتكون من & nbsp ؛ </kbd> </strong> </h2> <p> <strong> <kbd> ((مزهرية أنبوب .. صينية بيضاوية .. كوستر .. كوستر .. 3 الأواني ..)) </kbd> </strong> </p> <p> & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/17314.jpg,https://muqbis.com/product/detail/5711/Seashells-set,500,10,450,100,DropMe
6471,Scented candle,<p><em><strong>New scented candle</strong></em></p> <p><em>made with&nbsp;</em>prafine and palm wax</p> <p>Contains fragrance</p>,<p> <em> <strong> شمعة معطرة جديدة </strong> </em> </p> <p> <em> مصنوعة مع & nbsp ؛ </em> prafine و palm wax </p> <p> يحتوي على عطر </p>,https://cdn1.muqbis.com/attachments/05-23/19610.jpg,https://muqbis.com/product/detail/6471/Scented-candle,280,10,252,50,DropMe
6467,Candle,<p><em><strong>special scented and colored candle&nbsp;</strong></em></p> <p>​​​​​​<em>made</em> from mix prafine with palm wax</p> <p>Contains fragrance</p>,<p> <em> <strong> شمعة معطرة وملونة خاصة ؛ </strong> </em> </p> <p> <em> صنع </em> من Mix Prafine مع شمع النخيل </p> <p> يحتوي على عطر </p>,https://cdn1.muqbis.com/attachments/05-23/19607.jpg,https://muqbis.com/product/detail/6467/Candle,150,10,135,50,DropMe
6421,Couple candle,<p><em><strong>Couple</strong></em> <em><strong>candle</strong></em>&nbsp;</p> <p>From prafine with palm wax&nbsp;</p> <p><em>Scented</em>&nbsp;<em>candle</em></p>,<p> <em> <strong> زوجين </strong> </em> <em> <strong> Candle </strong> </em> & nbsp ؛ </p> <p> من prafine مع شمع النخيل و nbsp ؛ </ p> <p> <em> معطرة </em> & nbsp ؛ <em> Candle </em> </p>,https://cdn1.muqbis.com/attachments/05-23/19443.jpg,https://muqbis.com/product/detail/6421/Couple-candle,200,10,180,50,DropMe
6418,Bear candle,<p>Mix from Prafin and palm wax&nbsp;</p> <p><strong><em>Bear</em></strong> <strong><em>candle</em></strong> is a big bear&nbsp;</p> <p>Available white and every colors you need&nbsp;</p> <p>&nbsp;</p>,<p> مزيج من prafin و palm wax & nbsp ؛ </p> <p> <strong> <em> Bear </em> </strong> <strong> <em> Candle </em> </strong> هو كبير Bear & nbsp ؛ </p> <p> أبيض متاح وكل ألوان تحتاجها & nbsp ؛ </p> <p> & nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/19436.jpg,https://muqbis.com/product/detail/6418/Bear-candle,235,10,211٫5,50,DropMe
5982,Candle jar,<p>Musk scented candle</p> <p>Weight 380 grams&nbsp;</p>,<p> شمعة Musk المعطرة </p> <p> الوزن 380 جرامًا و nbsp ؛ </p>,https://cdn1.muqbis.com/attachments/05-23/18055.jpg,https://muqbis.com/product/detail/5982/Candle-jar,250,10,225,50,DropMe
5593,Pumpkin Pie 330gm,"<p><strong>Spicy and sweet scent. Pumpkins baked in the fragrant spices of nutmeg,clove and ginger with atop notes of sweet pudding cream</strong></p> <h3>&ndash; Size: 330 Gm. &ndash; Double cotton wick.</h3> <p>&ndash; Ingredients: Blend of vegan natural wax+ fragrance oils.</p> <p>*come in glass jar container with led.</p> <ul> <li>**Candle care: Burn within sight. Keep away from flammable objects. Keep away from children and pets. Trim the wick to 1/4&Prime; before lighting. Keep candles free from foreign objects and wick trimmings. Only burn candles on a level, fire resistant surface. Do not burn candles for more than 4 hours at a time. Stop use when only 1/2&Prime; of wax remains.</li> </ul>",<p> <strong> رائحة حار وحلوة. القرع المخبوز في التوابل العطرية من جوزة الطيب ، القرنفل والزنجبيل مع ملاحظات من كريم الحلوى الحلو </strong> </p> <h3> & ndash ؛ الحجم: 330 جم. & ndash ؛ فتيل قطن مزدوج. </h3> <p> & ndash ؛ المكونات: مزيج من زيوت العطر الطبيعية النباتية الابتعاد عن الأشياء القابلة للاشتعال. الابتعاد عن الأطفال والحيوانات الأليفة. تقليم الفتيل إلى 1/4 & prime ؛ قبل الإضاءة. الحفاظ على الشموع خالية من الأشياء الأجنبية وشرطات الفتيل. فقط حرق الشموع على مستوى ، سطح مقاوم للحريق. لا تحرق الشموع لأكثر من 4 ساعات في المرة الواحدة. توقف عن الاستخدام عندما 1/2 فقط & prime ؛ يبقى الشمع. </li> </ul>,https://cdn1.muqbis.com/attachments/05-23/16827.jpg,https://muqbis.com/product/detail/5593/Pumpkin-Pie-330gm,185,10,166٫5,50,DropMe
5592,Pumpkin Pie 212gm,"<p><strong>Spicy and sweet scent. Pumpkins baked in the fragrant spices of nutmeg,clove and ginger with atop notes of sweet pudding cream</strong></p> <h3>&ndash; Size: 212 Gm. &ndash; Single&nbsp;cotton wick.</h3> <p>&ndash; Ingredients: Blend of vegan natural wax+ fragrance oils.</p> <p>*come in glass jar container with led.</p> <ul> <li>**Candle care: Burn within sight. Keep away from flammable objects. Keep away from children and pets. Trim the wick to 1/4&Prime; before lighting. Keep candles free from foreign objects and wick trimmings. Only burn candles on a level, fire resistant surface. Do not burn candles for more than 4 hours at a time. Stop use when only 1/2&Prime; of wax remains.</li> </ul>",<p> <strong> رائحة حار وحلوة. القرع المخبوز في التوابل العطرية من جوزة الطيب ، القرنفل والزنجبيل مع ملاحظات من كريم الحلوى الحلو </strong> </p> <h3> & ndash ؛ الحجم: 212 جم. & ndash ؛ Single & nbsp ؛ Cotton Wick. </h3> <p> & ndash ؛ المكونات: مزيج من زيوت العطر الطبيعية النباتية الابتعاد عن الأشياء القابلة للاشتعال. الابتعاد عن الأطفال والحيوانات الأليفة. تقليم الفتيل إلى 1/4 & prime ؛ قبل الإضاءة. الحفاظ على الشموع خالية من الأشياء الأجنبية وشرطات الفتيل. فقط حرق الشموع على مستوى ، سطح مقاوم للحريق. لا تحرق الشموع لأكثر من 4 ساعات في المرة الواحدة. توقف عن الاستخدام عندما 1/2 فقط & prime ؛ يبقى الشمع. </li> </ul>,https://cdn1.muqbis.com/attachments/05-23/16829.jpg,https://muqbis.com/product/detail/5592/Pumpkin-Pie-212gm,155,10,139٫5,50,DropMe
